"id";"city";"country";"region";"short_description";"latitude";"longitude";"budget_level";"culture";"adventure";"nature";"beaches";"nightlife";"cuisine";"wellness";"urban";"remoteness";"creative_city_category";"creative_city_year";"unesco_wh_count";"unesco_wh_names"
"976ddd49-62ec-4b58-8ef1-d079b2f6bcdf";"Chisinau";"Moldova";"europe";"Tree-lined streets and Soviet-era architecture mix with lively markets and cozy wine bars, offering a unique and welcoming vibe.";"47024511";"28832292";"Budget";"3";"2";"3";"1";"3";"3";"2";"3";"3";"None";"0";"0";"None"
"2ea04a64-c0d2-4cad-8923-b83c11109f4b";"Oslo";"Norway";"europe";"Modern architecture meets stunning natural landscapes, with serene fjords and vibrant city life offering a unique blend of tranquility and excitement.";"59913330";"10738970";"Luxury";"4";"3";"4";"2";"3";"4";"4";"4";"3";"None";"0";"0";"None"
"c0ddb6a7-e9b0-480f-8e05-54b316638198";"Paramaribo";"Suriname";"south_america";"Lush greenery, colonial architecture, and vibrant street markets create a lively atmosphere where tropical warmth meets cultural diversity.";"5824176";"-55166281";"Budget";"4";"3";"4";"2";"3";"4";"3";"3";"3";"None";"0";"2";"Historic Inner City of Paramaribo | Jodensavanne Archaeological Site: Jodensavanne Settlement and Cassipora Creek Cemetery"
"5c528d71-fa3e-40c1-b8ac-0cc2724db702";"Kotor";"Montenegro";"europe";"Winding cobblestone streets and ancient stone walls create a charming, timeless atmosphere, inviting you to explore hidden corners and scenic views.";"42424920";"18771333";"Mid-range";"4";"3";"4";"3";"2";"3";"3";"2";"4";"None";"0";"1";"Natural and Culturo-Historical Region of Kotor"
"007e1c9a-9bbf-4560-a8d5-4fb17176b300";"Rabat";"Morocco";"africa";"A city where historic medinas meet modern boulevards, offering a serene coastal vibe with the scent of sea air and spices.";"33985177";"-6846143";"Budget";"4";"2";"3";"3";"3";"4";"3";"4";"3";"None";"0";"1";"Rabat, Modern Capital and Historic City: a Shared Heritage"
"34daf415-739f-45d7-a127-f47f0dcf63f9";"Arequipa";"Peru";"south_america";"Charming colonial architecture and vibrant plazas set against a backdrop of volcanic peaks create a captivating blend of history and natural beauty.";"-16398866";"-71536960";"Budget";"4";"3";"4";"1";"3";"4";"3";"3";"3";"Gastronomy";"2019";"1";"Historical Centre of the City of Arequipa"
"aa77dd0f-f294-4af2-9499-547652ef8472";"Krakow";"Poland";"europe";"Charming cobblestone streets and lively squares invite exploration, while the rich history and vibrant culture create an inviting and warm atmosphere.";"50061947";"19936856";"Mid-range";"5";"2";"3";"1";"4";"4";"3";"4";"2";"Literature";"2013";"3";"Historic Centre of Kraków | Wieliczka and Bochnia Royal Salt Mines | Kalwaria Zebrzydowska: the Mannerist Architectural and Park Landscape Complex and Pilgrimage Park"
"22724026-a52a-4591-ac15-5e3c1aad0bc6";"Chiang Rai";"Thailand";"asia";"Quiet temples and vibrant markets blend with lush green landscapes, offering a serene yet culturally rich experience for the curious traveler.";"19758951";"99673459";"Budget";"4";"3";"4";"1";"2";"4";"3";"2";"4";"Design";"2023";"0";"None"
"96591192-71e5-48cd-bc25-dfc40ad0a497";"Maastricht";"Netherlands";"europe";"Cobblestone streets and medieval architecture create a charming atmosphere, while lively squares and riverside paths invite leisurely exploration and relaxation.";"50857985";"5696988";"Mid-range";"4";"2";"3";"1";"3";"4";"3";"3";"3";"None";"0";"2";"Aachen Cathedral | The Great Spa Towns of Europe"
"8e9cdd1b-520b-4d7c-84d6-ce390886a60d";"Christchurch";"New Zealand";"oceania";"A city reborn with innovative architecture and lush gardens, offering a mix of urban charm and stunning natural landscapes.";"-43530955";"172636434";"Mid-range";"3";"4";"4";"3";"3";"3";"3";"3";"3";"None";"0";"0";"None"
"4050b3a8-bc31-4a00-a0bc-74ec708a8022";"Gotland";"Sweden";"europe";"Charming cobblestone streets, medieval ruins, and serene coastal landscapes offer a peaceful escape with a touch of historical intrigue and natural beauty.";"57417480";"18536957";"Mid-range";"4";"3";"4";"4";"3";"3";"3";"2";"4";"None";"0";"1";"Hanseatic Town of Visby"
"51573d8c-89d4-469e-b1a6-5be6a389b9d9";"St Ives";"United Kingdom";"europe";"Charming cobblestone streets wind through art galleries and quaint shops, with the salty sea breeze adding a refreshing touch to your stroll.";"50214906";"-5479508";"Mid-range";"4";"3";"4";"5";"3";"3";"3";"2";"4";"None";"0";"1";"Cornwall and West Devon Mining Landscape"
"248ce3f4-3c86-4ea3-91f2-0d69f703e1e4";"Tromsø";"Norway";"europe";"Snow-draped landscapes and vibrant northern lights create a magical atmosphere, while the crisp Arctic air invigorates your senses and spirit.";"69651634";"18955858";"Luxury";"3";"4";"5";"2";"3";"3";"3";"3";"4";"None";"0";"0";"None"
"3aece1d2-640d-478c-97cb-7b2af24c0d4b";"Granada (Nicaragua)";"Nicaragua";"north_america";"Cobblestone streets lined with colorful colonial buildings and the distant scent of tropical fruits create a charming, laid-back atmosphere.";"11930380";"-85953589";"Budget";"4";"3";"4";"2";"3";"4";"3";"3";"3";"Design";"2023";"0";"None"
"9ebf736e-30eb-4a14-83f6-a171b29422dd";"San Juan";"Puerto Rico";"north_america";"Cobblestone streets lined with colorful colonial buildings, lively salsa rhythms, and the scent of ocean breezes create a vibrant and welcoming atmosphere.";"18384239";"-66053439";"Mid-range";"4";"3";"3";"5";"4";"4";"3";"4";"2";"None";"0";"1";"La Fortaleza and San Juan National Historic Site in Puerto Rico"
"c6df2a0a-5804-4782-980c-b785baff6338";"Salt Lake City";"United States";"north_america";"Surrounded by stunning mountains, this city offers a blend of vibrant urban life and serene natural beauty, perfect for outdoor enthusiasts.";"40759619";"-111886797";"Mid-range";"3";"4";"5";"1";"3";"3";"4";"3";"4";"None";"0";"0";"None"
"2369b939-7343-43a5-939d-8883c2380da4";"Asunción";"Paraguay";"south_america";"Stroll through sun-dappled streets, where lively markets and the scent of grilled meats create a warm, inviting atmosphere.";"-25280045";"-57634381";"Budget";"3";"2";"3";"1";"3";"3";"2";"3";"3";"None";"0";"0";"None"
"43fc0ee7-5983-4c3c-af37-93f16a8561e1";"Manila";"Philippines";"asia";"Bustling streets filled with vibrant jeepneys and the aroma of street food create an exciting, sensory-rich experience that's uniquely captivating.";"14590449";"120980362";"Budget";"4";"3";"2";"2";"4";"4";"3";"4";"1";"None";"0";"1";"Baroque Churches of the Philippines"
"20d1bd3e-dd04-4d5a-a734-32dea79ec466";"Bern";"Switzerland";"europe";"Charming cobblestone streets wind through medieval architecture, while the gentle flow of the river creates a serene backdrop for leisurely exploration.";"46948474";"7452174";"Luxury";"4";"3";"4";"1";"3";"4";"4";"4";"3";"None";"0";"1";"Old City of Berne"
"4c62d957-8e4e-4558-beea-2bf8178c5463";"Catania";"Italy";"europe";"Sun-soaked streets filled with the aroma of fresh seafood, lively markets, and the dramatic backdrop of a smoking volcano create a unique atmosphere.";"37502361";"15087371";"Mid-range";"4";"3";"4";"3";"3";"5";"3";"3";"2";"None";"0";"0";"None"
"3b685f46-cdb6-497b-865e-2cd7657a6830";"Davao";"Philippines";"asia";"Lush landscapes meet urban vibrancy, with bustling markets, serene parks, and the scent of tropical fruits filling the air.";"7064830";"125608062";"Budget";"3";"4";"5";"3";"3";"4";"3";"3";"4";"None";"0";"0";"None"
"43b173aa-a4f5-4676-9434-bacadf6d49ff";"Porto";"Portugal";"europe";"Charming riverside streets, vibrant tiles, and the rich aroma of port wine create a warm and inviting atmosphere perfect for leisurely exploration.";"41149451";"-8610788";"Mid-range";"4";"3";"3";"3";"4";"5";"3";"4";"3";"None";"0";"1";"Historic Centre of Oporto, Luiz I Bridge and Monastery of Serra do Pilar"
"4fc0ec2d-41b6-44d1-9c67-16f9caf9a3f1";"Azores";"Portugal";"europe";"Lush volcanic landscapes, tranquil ocean vistas, and charming villages create a serene atmosphere perfect for unwinding and connecting with nature.";"37808556";"-25473137";"Mid-range";"3";"4";"5";"3";"2";"4";"3";"2";"5";"None";"0";"0";"None"
"c6f2dcd7-e2f4-4b91-b737-717593827384";"Freetown";"Sierra Leone";"africa";"Lively streets filled with vibrant markets, friendly locals, and the rhythmic sounds of the ocean create a welcoming and dynamic atmosphere.";"8479004";"-13267950";"Budget";"3";"3";"4";"4";"3";"3";"2";"2";"3";"None";"0";"0";"None"
"6e46b45f-19d2-43ff-9a08-f5c4b59e1f22";"Laval";"Quebec";"north_america";"A blend of urban charm and natural beauty, with lush parks and vibrant cultural spots offering a refreshing escape from the city rush.";"45605588";"-73734560";"Mid-range";"3";"3";"3";"2";"3";"3";"3";"3";"2";"None";"0";"0";"None"
"7f92c683-b2a3-4058-a2dc-758c1d230a26";"Saint-Denis";"Réunion";"africa";"A lively mix of Creole culture, bustling markets, and lush mountain backdrops create a vibrant and welcoming atmosphere full of discovery.";"-20879988";"55448137";"Mid-range";"4";"4";"5";"4";"3";"4";"3";"3";"3";"None";"0";"1";"Pitons, cirques and remparts of Reunion Island"
"6ceb9976-69b0-49a0-b91d-ac48234e2902";"Constanta";"Romania";"europe";"Golden beaches meet historic architecture, offering a blend of sun-soaked relaxation and the charm of ancient ruins and lively promenades.";"44176716";"28650759";"Budget";"3";"3";"3";"4";"3";"4";"3";"3";"2";"None";"0";"0";"None"
"80ed0bdd-62c4-4068-88c6-3eba6e3c4e46";"Puerto Vallarta";"Mexico";"north_america";"Golden beaches meet the lush Sierra Madre mountains, creating a vibrant yet laid-back atmosphere filled with colorful markets and lively nightlife.";"20640717";"-105220306";"Mid-range";"3";"4";"4";"5";"4";"4";"4";"3";"3";"None";"0";"0";"None"
"933a8b39-e129-41f3-b6ab-3f58d695536b";"Cape Town";"South Africa";"africa";"A vibrant coastal city surrounded by rugged mountains and pristine beaches, offering laid-back afternoons, diverse cultures, and breathtaking views.";"-33928830";"18417219";"Mid-range";"4";"4";"5";"4";"4";"4";"3";"4";"3";"Design";"2017";"2";"Robben Island | Cape Floral Region Protected Areas"
"1c1ede32-515d-4a46-8019-15e3196afd18";"Castries";"Saint Lucia";"north_america";"Colorful markets, ocean breezes, and lively street music create a vibrant atmosphere, inviting you to explore and unwind at your own pace.";"13909043";"-60977924";"Mid-range";"3";"4";"5";"5";"3";"4";"4";"3";"4";"None";"0";"1";"Pitons Management Area"
"ef66a584-fc99-4c05-af1a-263a6f5cbacf";"São Tomé";"São Tomé and Príncipe";"africa";"Lush rainforests, tranquil beaches, and the gentle rhythm of island life create a serene escape filled with natural beauty and warmth.";"338924";"6731303";"Mid-range";"3";"4";"5";"4";"2";"3";"3";"2";"4";"None";"0";"0";"None"
"f7c802c7-e3cb-4922-ae40-a14f5ea56907";"Madrid";"Spain";"europe";"Vibrant streets filled with lively tapas bars, stunning architecture, and a rich tapestry of history create an inviting and energetic atmosphere.";"40416704";"-3703582";"Mid-range";"5";"3";"2";"1";"5";"5";"3";"5";"2";"None";"0";"4";"Monastery and Site of the Escurial, Madrid | University and Historic Precinct of Alcalá de Henares | Aranjuez Cultural Landscape | Paseo del Prado and Buen Retiro, a landscape of Arts and Sciences"
"ddea7cd4-1b80-46f6-a51d-2649a27cba85";"Nantes";"France";"europe";"A city where historic charm meets modern creativity, with cobblestone streets, vibrant art scenes, and the gentle flow of the Loire River.";"47218637";"-1554136";"Mid-range";"4";"2";"3";"2";"3";"4";"3";"4";"3";"None";"0";"0";"None"
"4ebafc38-97b9-485a-842f-df2e3fc08ab4";"Victoria";"Seychelles";"africa";"Lush tropical landscapes meet the vibrant colors of bustling markets, offering a sensory feast of exotic flavors and warm ocean breezes.";"-4623208";"55452359";"Luxury";"3";"4";"5";"5";"3";"4";"4";"2";"4";"None";"0";"1";"Vallée de Mai Nature Reserve"
"8ec82bed-8ce6-43b4-8318-4df1c2b36399";"Ljubljana";"Slovenia";"europe";"Charming cobblestone streets, vibrant riverfront cafés, and lush green spaces offer a welcoming atmosphere that's both lively and relaxing.";"46050026";"14506928";"Mid-range";"4";"3";"4";"1";"3";"4";"3";"4";"3";"Literature";"2015";"1";"The works of Jože Plečnik in Ljubljana – Human Centred Urban Design"
"702003ed-543f-4431-acea-79b044373c31";"Chengdu";"China";"asia";"A lively blend of spicy street food aromas, lush green parks, and the gentle charm of giant pandas creates an inviting, laid-back atmosphere.";"30659862";"104063371";"Mid-range";"5";"3";"4";"1";"3";"5";"3";"4";"2";"Gastronomy";"2010";"0";"None"
"7b317d9c-9f46-43cc-a3db-5a5072021732";"Menorca";"Spain";"europe";"Golden beaches meet turquoise waters, offering a tranquil escape with gentle breezes, charming villages, and the scent of pine forests in the air.";"39949257";"4049964";"Mid-range";"3";"3";"4";"5";"3";"4";"4";"2";"4";"None";"0";"1";"Talayotic Menorca"
"510ac85b-7867-4b58-bc21-130b533ae441";"Stone Town";"Tanzania";"africa";"Winding alleys filled with vibrant markets, the aroma of spices, and the sound of distant waves create an atmosphere both lively and enchanting.";"-6162652";"39189655";"Budget";"5";"3";"3";"4";"3";"4";"3";"3";"3";"None";"0";"1";"Stone Town of Zanzibar"
"3618d1dc-af2a-4646-94d2-5bc387158dbe";"Johannesburg";"South Africa";"africa";"A bustling urban landscape with vibrant street art, diverse culinary delights, and a palpable energy that captures the essence of modern African city life.";"-26205000";"28049722";"Mid-range";"4";"3";"3";"1";"4";"4";"3";"5";"2";"None";"0";"0";"None"
"b5c78cdb-4482-4686-9aa8-10d848aaf90d";"Busan";"South Korea";"asia";"Coastal breezes mix with the scent of street food, while vibrant markets and serene temples create a lively yet calming atmosphere.";"35179952";"129075236";"Mid-range";"4";"3";"4";"4";"4";"5";"3";"4";"2";"Film";"2014";"2";"Gaya Tumuli | Petroglyphs along the Bangucheon Stream"
"f8cceb46-257d-4b51-b34a-4cba69ace227";"Koh Lanta";"Thailand";"asia";"Golden beaches, gentle waves, and lush greenery create a serene escape where you can unwind and soak in the tranquil island vibe.";"13821274";"100630693";"Budget";"3";"4";"4";"5";"3";"4";"4";"2";"4";"None";"0";"0";"None"
"623961cc-5553-4afa-842e-4af31b2a305c";"Mumbai";"India";"asia";"A bustling metropolis where vibrant street life, aromatic food stalls, and historic landmarks blend with a dynamic energy that never sleeps.";"19054999";"72869203";"Mid-range";"5";"3";"2";"3";"4";"5";"3";"5";"1";"Film";"2019";"3";"Elephanta Caves | Chhatrapati Shivaji Terminus (formerly Victoria Terminus) | Victorian Gothic and Art Deco Ensembles of Mumbai"
"37247be1-606e-4142-a129-bf5d3efbd197";"Istanbul";"Turkey";"europe";"A captivating blend of East and West, with vibrant bazaars, aromatic spices, historic mosques, and the serene Bosphorus weaving through daily life.";"41006381";"28975871";"Mid-range";"5";"3";"3";"2";"4";"5";"3";"5";"2";"Design";"2017";"1";"Historic Areas of Istanbul"
"72a44cc1-8aff-4424-95a0-81afd9aa6db1";"Seville";"Spain";"europe";"Sun-drenched plazas, the aroma of orange blossoms, and the passionate rhythm of flamenco create an enchanting and lively atmosphere.";"37388630";"-5995340";"Mid-range";"5";"3";"2";"1";"4";"5";"3";"4";"2";"Music";"2006";"1";"Cathedral, Alcázar and Archivo de Indias in Seville"
"e90eff18-779e-4ad9-8f75-944a034c0600";"Bangkok";"Thailand";"asia";"Busy streets filled with vibrant markets and aromatic street food stalls create an exhilarating atmosphere that's both chaotic and captivating.";"13752493";"100493508";"Budget";"5";"3";"2";"2";"5";"5";"4";"5";"1";"Design";"2019";"0";"None"
"5eb2414d-ccc4-4665-b86a-f463c43a9c1b";"Belfast";"United Kingdom";"europe";"Cozy pubs, historic streets, and the lively spirit of its people create an inviting and culturally rich atmosphere full of stories.";"54596391";"-5930182";"Mid-range";"4";"3";"3";"2";"3";"4";"3";"4";"2";"Music";"2021";"0";"None"
"d9f5aa87-6ce6-4675-b55c-e64635035d90";"Odessa";"Ukraine";"europe";"Charming cobblestone streets, lively markets, and the gentle sea breeze create a relaxed yet vibrant atmosphere perfect for unwinding and exploring.";"46484302";"30732287";"Budget";"4";"3";"3";"4";"4";"4";"3";"4";"2";"Literature";"2019";"1";"The Historic Centre of Odesa"
"2ad8ee24-69aa-4e79-8b48-b459779c5987";"Zanzibar Town";"Tanzania";"africa";"Winding streets filled with the aroma of spices and the sound of Swahili music create an enchanting and vibrant atmosphere.";"-6159561";"39200968";"Mid-range";"4";"3";"4";"5";"3";"4";"3";"3";"4";"None";"0";"0";"None"
"3b81e08f-9410-4898-9781-432030bad762";"Antananarivo";"Madagascar";"africa";"Bustling streets filled with lively markets and the aroma of street food create an energetic vibe, surrounded by rolling hills and unique architecture.";"-18910012";"47525580";"Budget";"4";"4";"5";"2";"3";"3";"2";"3";"4";"None";"0";"1";"Royal Hill of Ambohimanga"
"f64d6a04-bf5b-49e9-860f-665d6e7d6ada";"Krabi";"Thailand";"asia";"Turquoise waters lap against limestone cliffs, while vibrant markets and serene beaches invite you to unwind and explore at your own pace.";"8063463";"98916234";"Budget";"3";"4";"5";"5";"3";"4";"4";"2";"4";"None";"0";"0";"None"
"d76e7f44-80ab-4a92-918c-80c918d1ae88";"Lomé";"Togo";"africa";"Bustling markets filled with vibrant textiles and the scent of spices create an energetic atmosphere, while palm-lined beaches offer serene escapes.";"6130419";"1215829";"Budget";"3";"3";"3";"3";"2";"3";"2";"3";"3";"None";"0";"0";"None"
"184fc244-2725-4a56-894d-bbb80ef207e7";"Port of Spain";"Trinidad and Tobago";"north_america";"Bustling streets filled with lively music and vibrant colors offer a sensory feast, where Caribbean culture and urban energy intertwine seamlessly.";"10657267";"-61518017";"Mid-range";"4";"3";"3";"4";"4";"5";"3";"4";"2";"Music";"2019";"0";"None"
"aeb41503-ee2c-4678-aa67-33b816e31f68";"Muscat";"Oman";"middle_east";"Golden desert landscapes meet the azure sea, creating a serene backdrop for exploring traditional souks, grand mosques, and coastal promenades.";"23588201";"58382944";"Mid-range";"4";"3";"4";"4";"2";"4";"3";"3";"4";"None";"0";"0";"None"
"671ba175-2610-4435-a449-61f29c414d68";"Kyiv";"Ukraine";"europe";"Strolling through lively squares and historic streets, you'll feel the vibrant energy of a city rich in culture and warm hospitality.";"50450033";"30524136";"Budget";"4";"3";"3";"1";"4";"4";"3";"4";"2";"None";"0";"1";"Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings, Kyiv-Pechersk Lavra"
"128e077c-0b2e-43dc-a395-59dcb2fdabe7";"Galle";"Sri Lanka";"asia";"Charming cobblestone streets, colonial architecture, and the salty breeze of the ocean create a serene and timeless atmosphere.";"6032813";"80214955";"Budget";"4";"3";"4";"4";"2";"4";"3";"3";"4";"None";"0";"1";"Old Town of Galle and its Fortifications"
"3abbee3b-52a2-45cc-b745-9720f49fd72a";"Gdansk";"Poland";"europe";"Charming cobblestone streets and vibrant maritime history meet the salty breeze of the Baltic, creating a welcoming and lively coastal atmosphere.";"54428803";"18798327";"Mid-range";"4";"2";"3";"3";"3";"4";"3";"4";"2";"None";"0";"1";"Castle of the Teutonic Order in Malbork"
"fe273668-236b-47ac-a87d-f02f36cd6181";"Miami";"United States";"north_america";"Vibrant streets pulsate with Latin beats, ocean breezes carry the scent of salt and sunscreen, and art deco architecture adds a nostalgic charm.";"25774172";"-80193620";"Luxury";"3";"3";"3";"5";"5";"4";"4";"4";"2";"None";"0";"0";"None"
"c6da2d98-abce-490d-8f70-5eea8253bf62";"Svalbard";"Norway";"europe";"Vast, icy landscapes and the ethereal glow of the northern lights create a surreal, almost otherworldly experience, inviting deep reflection and awe.";"78719851";"20349332";"Luxury";"2";"5";"5";"1";"1";"2";"2";"1";"5";"None";"0";"0";"None"
"1a9464a8-353a-4572-aac3-297de01aa6da";"Lapland";"Finland";"europe";"Snow-draped landscapes, shimmering northern lights, and cozy log cabins create a magical atmosphere perfect for winter adventures and quiet reflection.";"67692910";"26728214";"Luxury";"3";"4";"5";"1";"2";"3";"3";"2";"5";"None";"0";"0";"None"
"4959b5b0-bc55-450f-a2c5-9076efac17a7";"Tunis";"Tunisia";"africa";"Wander through bustling souks and historic medinas, where the scent of spices and the call to prayer create an enchanting atmosphere.";"36800206";"10185775";"Budget";"4";"3";"3";"3";"3";"4";"3";"3";"2";"Crafts and Folk Art";"2017";"1";"Medina of Tunis"
"9bb1538a-f6b4-450f-812f-20d1ebc2c6eb";"San Francisco";"United States";"north_america";"Fog-kissed hills, eclectic neighborhoods, and the scent of fresh sea air create an inviting and dynamic atmosphere that's both laid-back and vibrant.";"37779258";"-122419328";"Luxury";"5";"3";"4";"3";"4";"5";"3";"5";"2";"None";"0";"0";"None"
"0e639efe-ac01-44b3-8716-2da67148d47c";"Boston";"United States";"north_america";"Historic streets meet modern innovation, offering a mix of charming neighborhoods, rich history, and vibrant cultural scenes that invite exploration and discovery.";"42355433";"-71060511";"Luxury";"5";"2";"3";"2";"4";"4";"3";"5";"2";"None";"0";"0";"None"
"3b9ab1a4-a090-45f5-b101-a73f33a67a6c";"Rotorua";"New Zealand";"oceania";"Steam rises from bubbling mud pools and the air is filled with the scent of sulfur, creating a unique geothermal wonderland.";"-38138149";"176252922";"Mid-range";"4";"4";"5";"2";"3";"3";"5";"3";"3";"None";"0";"0";"None"
"f52d85c4-fee6-4b7b-a181-fa7b0c8adaa0";"El Chaltén";"Argentina";"south_america";"Nestled amidst rugged peaks and vast landscapes, this charming village offers a sense of tranquility and awe-inspiring natural beauty.";"-49331956";"-72886043";"Budget";"2";"5";"5";"1";"2";"3";"3";"1";"4";"None";"0";"0";"None"
"4387a20c-e5eb-437f-9afc-23c940594043";"Christiansted";"U.S. Virgin Islands";"north_america";"Charming streets lined with pastel-hued buildings, ocean breezes carrying the scent of salt, and a laid-back Caribbean vibe invite relaxation.";"17743948";"-64707982";"Mid-range";"3";"4";"4";"5";"3";"4";"3";"2";"4";"None";"0";"0";"None"
"558816ef-9f17-4b93-a221-8aac47d03f00";"Houston";"United States";"north_america";"A sprawling city where vibrant cultural districts, lively food scenes, and lush parks create a welcoming atmosphere full of discovery and warmth.";"29758938";"-95367697";"Mid-range";"4";"3";"3";"2";"4";"5";"3";"5";"2";"None";"0";"0";"None"
"968021b5-7a8a-4e1e-bd31-574dd60a9975";"San Diego";"United States";"north_america";"Sun-drenched beaches, vibrant neighborhoods, and an easygoing vibe invite you to savor ocean breezes and explore diverse, lively cultural spots.";"32717420";"-117162772";"Mid-range";"4";"4";"4";"5";"4";"4";"4";"4";"3";"None";"0";"0";"None"
"59d1b605-e2ed-4069-ab3b-b279346d1582";"Ladakh";"India";"asia";"Rugged landscapes with towering mountains and serene monasteries create a tranquil yet awe-inspiring atmosphere, perfect for those seeking adventure and peace.";"34024209";"77203673";"Budget";"4";"5";"5";"1";"1";"3";"3";"1";"5";"None";"0";"0";"None"
"c1df028c-84c0-404a-a0c0-4f65e1b25357";"Chefchaouen";"Morocco";"africa";"Wander through winding blue-washed alleys, breathe in the fresh mountain air, and feel a serene calm envelop you in this charming town.";"35170083";"-5276658";"Budget";"4";"3";"4";"1";"2";"4";"3";"2";"4";"None";"0";"1";"Medina of Tétouan (formerly known as Titawin)"
"b53ea9ad-2c8b-4467-9764-1edb3b922ea4";"Lviv";"Ukraine";"europe";"Cobblestone streets, charming coffeehouses, and a rich tapestry of history and culture create a warm and inviting atmosphere for exploration.";"49841952";"24031592";"Budget";"5";"2";"3";"1";"3";"4";"3";"3";"3";"Literature";"2015";"1";"L'viv – the Ensemble of the Historic Centre"
"54425ba9-ac85-490b-8064-4260eb382f2c";"Nashville";"United States";"north_america";"Lively streets filled with music and friendly faces, where the aroma of Southern cuisine mingles with the vibrant energy of live performances.";"36162276";"-86774298";"Mid-range";"4";"2";"2";"1";"5";"4";"3";"4";"2";"None";"0";"0";"None"
"af0c0c0e-6e3a-4157-8219-cdbd7fb23a81";"Cleveland";"United States";"north_america";"A city where industrial roots meet cultural renaissance, offering lively arts scenes, lakefront breezes, and a welcoming Midwestern charm.";"41499657";"-81693677";"Mid-range";"4";"2";"3";"2";"3";"4";"3";"3";"2";"None";"0";"0";"None"
"b4a73043-c9d4-40b3-83df-1ead4d144b4c";"Ronda";"Spain";"europe";"Dramatic cliffs and a historic stone bridge create a breathtaking backdrop for wandering cobblestone streets and savoring local wines in sunlit plazas.";"36742133";"-5166591";"Mid-range";"4";"3";"4";"1";"2";"4";"3";"2";"4";"None";"0";"0";"None"
"577b9315-b7a1-489f-9f37-c705858b1162";"London";"United Kingdom";"europe";"Iconic landmarks, bustling markets, and a rich tapestry of culture create a vibrant atmosphere that feels both historic and ever-evolving.";"51489333";"-144055";"Luxury";"5";"2";"3";"1";"5";"5";"3";"5";"2";"Music";"2021";"4";"Palace of Westminster and Westminster Abbey including Saint Margaret’s Church | Tower of London | Maritime Greenwich | Royal Botanic Gardens, Kew"
"a658f5c4-f1b4-4592-9bcd-823956973b8d";"Rochester";"United States";"north_america";"Charming and unhurried, with scenic river views, vibrant arts, and a welcoming community vibe that makes you feel right at home.";"43157285";"-77615214";"Mid-range";"3";"2";"3";"2";"3";"3";"3";"3";"3";"None";"0";"0";"None"
"7880793a-92c4-4f87-a64a-f238fe4ef46e";"Namibia";"Namibia";"africa";"Vast desert landscapes meet rugged coastlines, creating a sense of awe and solitude, while vibrant wildlife offers thrilling encounters in nature.";"-23233549";"17323110";"Mid-range";"3";"5";"5";"2";"2";"3";"3";"2";"5";"None";"0";"0";"None"
"d521e276-3af5-4538-b17b-a1c8836d15b7";"Memphis";"United States";"north_america";"Blues music fills the air as you wander through lively streets, savoring the aroma of smoky barbecue and the warmth of Southern hospitality.";"35146024";"-90051763";"Mid-range";"4";"3";"2";"1";"4";"4";"3";"3";"2";"None";"0";"0";"None"
"bee0bdaf-43b3-4d6e-80a3-eebf8cccb1cc";"Ashgabat";"Turkmenistan";"asia";"Marble-clad buildings rise against a backdrop of desert landscapes, offering a surreal blend of modernity and tradition with a touch of mystery.";"37940464";"58382348";"Luxury";"3";"2";"2";"1";"2";"3";"2";"3";"4";"Design";"2023";"1";"Parthian Fortresses of Nisa"
"456e0998-8b34-4b5a-8898-fdd801f472a4";"Tulum";"Mexico";"north_america";"Pristine beaches with turquoise waters meet ancient ruins and vibrant jungle, creating an inviting blend of relaxation and adventure.";"20429647";"-87652930";"Mid-range";"3";"4";"4";"5";"3";"4";"5";"2";"4";"None";"0";"0";"None"
"a7573be8-bfc0-479c-9baa-7d824d1f9315";"Honolulu";"United States";"oceania";"Golden beaches meet vibrant city life, where the scent of plumeria and the sounds of ukulele create a laid-back, tropical vibe.";"21304547";"-157855676";"Luxury";"4";"4";"5";"5";"4";"4";"4";"4";"2";"None";"0";"0";"None"
"232e9cad-e761-42b2-ad5d-eac5c63500ff";"Tashkent";"Uzbekistan";"asia";"Wide avenues lined with Soviet-era architecture meet vibrant bazaars, creating a unique blend of history and lively local culture.";"41312336";"69278707";"Budget";"4";"3";"3";"1";"3";"4";"3";"3";"2";"None";"0";"0";"None"
"6c7cf28b-e9b3-4620-985e-e51fb626aa64";"Yangshuo";"China";"asia";"Lush karst mountains and tranquil rivers create a serene backdrop for cycling through rice paddies and exploring vibrant local markets.";"24863028";"110487183";"Budget";"3";"4";"5";"2";"2";"3";"3";"2";"4";"None";"0";"1";"South China Karst"
"cdc43353-203d-43ea-91ec-ccdff3e15160";"Kuala Lumpur";"Malaysia";"asia";"Bustling streets filled with diverse aromas and vibrant markets create a lively atmosphere, blending modern skyscrapers with rich cultural heritage.";"3152658";"101702220";"Mid-range";"4";"3";"3";"2";"4";"5";"3";"5";"2";"Design";"2025";"1";"Forest Research Institute Malaysia Forest Park Selangor"
"2a2808ca-2382-4d3e-b28b-af9837c5a3f7";"Cornwall";"United Kingdom";"europe";"Rugged coastlines, charming villages, and sweeping beaches offer a sense of tranquility and timeless beauty, perfect for unwinding and exploring.";"50443348";"-4624656";"Mid-range";"3";"4";"5";"5";"2";"3";"3";"2";"4";"None";"0";"0";"None"
